RecordId,SuspectsRaceAsAGroup,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType
CA00-0000014860,White,Restaurant,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000014885,Unknown,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014886,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000014887,Black or African American,Convenience Store,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014889,Unknown,Church/Synagogue/Temple,Anti-Catholic,Religion
CA00-0000014906,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014907,Black or African American,Other/Unknown,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014908,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014909,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014910,Unknown,Parking Lot/Garage,Anti-Jewish,Religion
CA00-0000014913,Unknown,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000014915,Black or African American,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014922,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014923,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014924,Unknown,Hotel/Motel/etc.,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014925,Unknown,Parking Lot/Garage,Anti-Jewish,Religion
CA00-0000014927,Unknown,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014930,Black or African American,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000014932,Unknown,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014933,Hispanic,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014934,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014935,Hispanic,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014936,Unknown,Church/Synagogue/Temple,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000014937,Unknown,Commercial/Office Building,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000014938,White,Field/Woods/Park,Anti-Transgender,Gender Nonconforming
CA00-0000014939,Asian/Pacific Islander,Service/Gas Station,Anti-Gay (Male),Sexual Orientation
CA00-0000014940,Unknown,School/college,Anti-Catholic,Religion
CA00-0000014941,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014943,Unknown,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000014944,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014945,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014946,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014947,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014948,White,Specialty Store (TV/Fur/etc.),Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014949,White,Grocery/Supermarket,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014950,Unknown,Specialty Store (TV/Fur/etc.),Anti-Gay (Male),Sexual Orientation
CA00-0000014951,Unknown,Commercial/Office Building,Anti-Gay (Male),Sexual Orientation
CA00-0000014952,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA00-0000014953,White,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014954,Unknown,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014955,Unknown,Church/Synagogue/Temple,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000014956,White,Bank/Savings and Loan,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014957,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000014958,Hispanic,Jail/Prison,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014959,White,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000014960,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014961,Unknown,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014962,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014963,Unknown,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014964,Hispanic,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014965,Unknown,Drug Store/Dr Office/Hospital,Anti-Jewish,Religion
CA00-0000014966,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000014967,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014968,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014969,Unknown,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014970,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014971,Unknown,Church/Synagogue/Temple,Anti-Other Religion,Religion
CA00-0000014972,Unknown,Specialty Store (TV/Fur/etc.),Anti-Jewish,Religion
CA00-0000014973,Hispanic,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014974,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014975,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000014976,White,Bar/Night Club,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014977,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014978,Black or African American,Air/Bus/Train Terminal,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014979,Unknown,School/college,Anti-Gay (Male),Sexual Orientation
CA00-0000014980,White,Other/Unknown,Anti-Lesbian,Sexual Orientation
CA00-0000014981,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014982,Unknown,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014983,Hispanic,Parking Lot/Garage,Anti-Lesbian,Sexual Orientation
CA00-0000014984,White,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014985,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014986,Unknown,Specialty Store (TV/Fur/etc.),Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000014987,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014988,White,Restaurant,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014989,Hispanic,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014990,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014991,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014992,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014993,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014994,Black or African American,Residence/Home/Driveway,Anti-Mental Disability,Disability
CA00-0000014995,Hispanic,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014996,Unknown,School/college,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014997,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014998,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014999,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000015000,Unknown,School/college,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000015001,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015002,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000015003,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015005,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015007,Hispanic,Bar/Night Club,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000015009,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015010,Black or African American,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000015011,White,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015013,Unknown,Parking Lot/Garage,Anti-Jewish,Religion
CA00-0000015014,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000015015,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015016,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015017,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015018,East Indian/Asian Indian,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015019,White,Grocery/Supermarket,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015020,Unknown,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015023,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000015024,Unknown,Commercial/Office Building,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000015025,Unknown,Specialty Store (TV/Fur/etc.),Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015026,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015027,Hispanic,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000015028,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000015030,Unknown,Bar/Night Club,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000015031,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015032,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000015033,Unknown,Service/Gas Station,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000015034,Unknown,Commercial/Office Building,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000015035,Unknown,Other/Unknown,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015036,Unknown,School/college,Anti-Gay (Male),Sexual Orientation
CA00-0000015037,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015038,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015039,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000015040,White,Bar/Night Club,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015041,White,Bar/Night Club,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015042,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000015043,Unknown,Church/Synagogue/Temple,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000015044,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015047,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015048,Unknown,School/college,Anti-Islamic (Muslim),Religion
CA00-0000015049,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015050,Unknown,School/college,Anti-White,Race/Ethnicity/Ancestry
CA00-0000015051,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015052,Unknown,School/college,Anti-White,Race/Ethnicity/Ancestry
CA00-0000015053,White,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015054,Hispanic,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000015055,White,Highway/Road/Alley/Street,Anti-American Indian/Alaska Native,Race/Ethnicity/Ancestry
CA00-0000015056,White,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015057,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015058,Unknown,Specialty Store (TV/Fur/etc.),Anti-White,Race/Ethnicity/Ancestry
CA00-0000015059,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015060,Hispanic,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015061,White,School/college,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000015063,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000015064,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015065,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015066,White,Jail/Prison,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015067,Group of Multiple Races,Department/Discount Store,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000015068,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000015069,Unknown,School/college,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000015070,Hispanic,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015071,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000015072,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000015073,Unknown,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation
CA00-0000015074,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000015075,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015076,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015077,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015078,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015079,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015080,Hispanic,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000015081,Hispanic,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000015082,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015083,Unknown,School/college,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000015084,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015085,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000015086,Hispanic,Field/Woods/Park,Anti-Gay (Male),Sexual Orientation
CA00-0000015087,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015088,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000015089,White,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015090,Hispanic,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015091,White,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015092,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015094,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015095,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000015096,Hispanic,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015097,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015098,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015099,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015100,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015102,Unknown,School/college,Anti-Jewish,Religion
CA00-0000015103,White,Field/Woods/Park,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000015104,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015105,Hispanic,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015106,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000015107,Unknown,Church/Synagogue/Temple,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015108,Group of Multiple Races,Restaurant,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015109,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015110,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000015111,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015112,East Indian/Asian Indian,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000015113,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015114,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015115,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015116,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015117,Hispanic,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015118,White,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation
CA00-0000015119,Unknown,Residence/Home/Driveway,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000015120,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000015121,Black or African American,Church/Synagogue/Temple,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000015122,White,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000015123,White,Service/Gas Station,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000015124,Unknown,Construction Site,Anti-Multiple Religions (Group),Religion
CA00-0000015125,Hispanic,Hotel/Motel/etc.,Anti-Gay (Male),Sexual Orientation
