RecordID,MonthOccurrence,SuspectsRaceAsAGroup,MostSeriousUCR,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType
CA01-0000002087,8,Unknown,Destruction/Damage/Vandalism,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002088,3,Unknown,Destruction/Damage/Vandalism,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002089,10,Unknown,Destruction/Damage/Vandalism,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000002090,10,White,Aggravated Assault,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000002091,10,White,Simple Assault,Parking Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002092,10,White,Aggravated Assault,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000002093,1,Unknown,Simple Assault,Air/Bus/Train Terminal,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002094,12,White,Simple Assault,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002095,6,White,Simple Assault,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation
CA01-0000002096,10,Black or African American,Simple Assault,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002097,10,White,Aggravated Assault,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002098,1,White,Simple Assault,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002099,9,White,Aggravated Assault,Lake/Waterway/Beach,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002100,5,Unknown,Intimidation,School/college,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA01-0000002101,11,Unknown,Destruction/Damage/Vandalism,School/college,Anti-Gay (Male),Sexual Orientation
CA01-0000002102,11,White,Simple Assault,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA01-0000002103,4,Unknown,Intimidation,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000002104,3,American Indian or Alaska Native,Intimidation,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002105,5,Unknown,Destruction/Damage/Vandalism,Field/Woods/Park,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000002106,6,Unknown,Intimidation,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002107,2,Unknown,Destruction/Damage/Vandalism,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000002108,4,White,Simple Assault,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002109,8,Unknown,Destruction/Damage/Vandalism,Field/Woods/Park,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000002110,8,White,Simple Assault,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002111,9,Unknown,Intimidation,Hotel/Motel/etc.,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002112,10,Unknown,Intimidation,Hotel/Motel/etc.,Anti-Gay (Male),Sexual Orientation
CA01-0000002113,10,Black or African American,Robbery,Field/Woods/Park,Anti-White,Race/Ethnicity/Ancestry
CA01-0000002114,10,Unknown,Intimidation,Hotel/Motel/etc.,Anti-Gay (Male),Sexual Orientation
CA01-0000002115,10,White,Intimidation,Hotel/Motel/etc.,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002116,12,White,Aggravated Assault,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002117,3,White,Simple Assault,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000002118,10,White,Intimidation,Service/Gas Station,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002119,9,Unknown,Intimidation,Convenience Store,Anti-Islamic (Muslim),Religion
CA01-0000002120,5,White,Intimidation,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002121,5,White,Intimidation,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002122,7,Unknown,Intimidation,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002123,5,White,Intimidation,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002124,4,White,Intimidation,School/college,Anti-Gay (Male),Sexual Orientation
CA01-0000002125,5,White,Intimidation,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002126,9,White,Simple Assault,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002127,10,Unknown,Destruction/Damage/Vandalism,Church/Synagogue/Temple,Anti-Protestant,Religion
CA01-0000002128,4,White,Intimidation,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002129,11,White,Simple Assault,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002130,2,White,Intimidation,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002131,3,Asian/Pacific Islander,Intimidation,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002132,4,Group of Multiple Races,Simple Assault,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000002133,6,White,Robbery,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000002134,6,White,Simple Assault,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002135,8,White,Simple Assault,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000002136,1,Unknown,Destruction/Damage/Vandalism,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002137,7,Unknown,Destruction/Damage/Vandalism,Commercial/Office Building,Anti-White,Race/Ethnicity/Ancestry
CA01-0000002138,2,White,Simple Assault,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002139,3,White,Intimidation,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002140,3,White,Aggravated Assault,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002141,6,White,Simple Assault,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA01-0000002142,7,Black or African American,Aggravated Assault,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation
CA01-0000002143,8,Unknown,Destruction/Damage/Vandalism,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000002144,11,White,Simple Assault,School/college,Anti-Gay (Male),Sexual Orientation
CA01-0000002145,2,Unknown,Destruction/Damage/Vandalism,School/college,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA01-0000002146,1,Unknown,Intimidation,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation
CA01-0000002147,2,Unknown,Destruction/Damage/Vandalism,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002148,4,Unknown,Destruction/Damage/Vandalism,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000002149,5,Unknown,Destruction/Damage/Vandalism,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002150,8,Unknown,Destruction/Damage/Vandalism,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002151,9,Unknown,Intimidation,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000002152,9,Unknown,Destruction/Damage/Vandalism,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002153,10,White,Intimidation,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000002154,6,Unknown,Destruction/Damage/Vandalism,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000002155,7,Unknown,Destruction/Damage/Vandalism,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002156,10,Unknown,Intimidation,Commercial/Office Building,Anti-Islamic (Muslim),Religion
CA01-0000002157,10,White,Intimidation,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002158,5,White,Aggravated Assault,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002159,6,Unknown,Destruction/Damage/Vandalism,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000002160,10,Unknown,Destruction/Damage/Vandalism,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002161,9,Unknown,Destruction/Damage/Vandalism,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion
CA01-0000002162,9,White,Intimidation,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA01-0000002163,9,Black or African American,Simple Assault,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002164,10,Asian/Pacific Islander,Simple Assault,School/college,Anti-Gay (Male),Sexual Orientation
CA01-0000002165,10,Unknown,Destruction/Damage/Vandalism,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002166,10,White,Simple Assault,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000002167,11,White,Intimidation,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002168,12,White,Destruction/Damage/Vandalism,School/college,Anti-Gay (Male),Sexual Orientation
CA01-0000002169,3,White,Simple Assault,Field/Woods/Park,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000002170,4,Unknown,Burglary,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002171,5,White,Intimidation,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002172,6,White,Arson,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002173,1,White,Intimidation,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000002174,6,White,Intimidation,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002175,9,White,Simple Assault,School/college,Anti-White,Race/Ethnicity/Ancestry
CA01-0000002176,2,White,Simple Assault,School/college,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000002177,9,White,Destruction/Damage/Vandalism,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002178,9,Unknown,Intimidation,Drug Store/Dr Office/Hospital,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002179,9,Unknown,Destruction/Damage/Vandalism,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000002180,7,Unknown,Destruction/Damage/Vandalism,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002181,7,White,Intimidation,Residence/Home/Driveway,Anti-Physical Disability,Disability
CA01-0000002182,12,White,Aggravated Assault,Parking Lot/Garage,Anti-White,Race/Ethnicity/Ancestry
CA01-0000002183,10,White,Aggravated Assault,School/college,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002184,11,White,Simple Assault,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002185,10,Unknown,Intimidation,Hotel/Motel/etc.,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002186,2,Unknown,Intimidation,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002187,2,White,Simple Assault,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002188,4,Unknown,Destruction/Damage/Vandalism,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002189,10,Unknown,Intimidation,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002190,8,White,Simple Assault,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002191,9,Unknown,Destruction/Damage/Vandalism,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002192,10,White,Intimidation,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002193,11,White,Simple Assault,Restaurant,Anti-Gay (Male),Sexual Orientation
CA01-0000002194,7,White,Aggravated Assault,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002195,1,White,Intimidation,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002196,9,White,Intimidation,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002197,4,White,Intimidation,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000002198,9,White,Simple Assault,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002199,3,White,Aggravated Assault,Construction Site,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002200,4,White,Intimidation,Jail/Prison,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002201,4,White,Destruction/Damage/Vandalism,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000002202,5,Unknown,Destruction/Damage/Vandalism,School/college,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA01-0000002203,8,White,Simple Assault,Jail/Prison,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002204,9,Unknown,Destruction/Damage/Vandalism,Church/Synagogue/Temple,Anti-Protestant,Religion
CA01-0000002205,10,Unknown,Intimidation,Specialty Store (TV/Fur/etc.),Anti-Jewish,Religion
CA01-0000002206,3,Unknown,Larceny-Theft,Residence/Home/Driveway,Anti-Other Religion,Religion
CA01-0000002207,9,Unknown,Destruction/Damage/Vandalism,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002208,10,Unknown,Destruction/Damage/Vandalism,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA01-0000002209,2,White,Simple Assault,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002210,10,White,Simple Assault,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002211,1,White,Simple Assault,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002212,9,Unknown,Destruction/Damage/Vandalism,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002213,3,Unknown,Destruction/Damage/Vandalism,Commercial/Office Building,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002214,7,White,Simple Assault,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000002215,2,Unknown,Intimidation,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000002216,6,Unknown,Destruction/Damage/Vandalism,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion
CA01-0000002217,9,Unknown,Burglary,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA01-0000002218,9,Unknown,Destruction/Damage/Vandalism,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002219,9,Unknown,Destruction/Damage/Vandalism,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion
CA01-0000002220,9,Unknown,Intimidation,Drug Store/Dr Office/Hospital,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002221,9,Unknown,Destruction/Damage/Vandalism,Field/Woods/Park,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002222,11,Unknown,Intimidation,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002223,2,Unknown,Destruction/Damage/Vandalism,School/college,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA01-0000002224,2,Unknown,Destruction/Damage/Vandalism,School/college,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA01-0000002225,2,Unknown,Destruction/Damage/Vandalism,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000002226,3,Unknown,Destruction/Damage/Vandalism,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002227,3,Unknown,Intimidation,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000002228,3,Unknown,Destruction/Damage/Vandalism,Field/Woods/Park,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA01-0000002229,1,Unknown,Intimidation,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000002230,7,White,Simple Assault,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002231,7,White,Simple Assault,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002232,7,White,Burglary,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002233,9,Unknown,Intimidation,Parking Lot/Garage,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA01-0000002234,10,White,Aggravated Assault,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002235,12,Unknown,Destruction/Damage/Vandalism,Church/Synagogue/Temple,Anti-Multiple Religions (Group),Religion
CA01-0000002236,12,Unknown,Destruction/Damage/Vandalism,Church/Synagogue/Temple,Anti-Multiple Religions (Group),Religion
CA01-0000002237,12,White,Simple Assault,School/college,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002238,6,White,Intimidation,Church/Synagogue/Temple,Anti-Gay (Male),Sexual Orientation
CA01-0000002239,2,Unknown,Intimidation,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002240,2,Black or African American,Simple Assault,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000002241,2,Unknown,Burglary,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000002242,3,White,Robbery,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002243,3,White,Destruction/Damage/Vandalism,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002244,3,White,Robbery,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002245,10,Unknown,Destruction/Damage/Vandalism,Parking Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000002246,10,Unknown,Destruction/Damage/Vandalism,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002247,11,White,Destruction/Damage/Vandalism,School/college,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA01-0000002248,4,Unknown,Intimidation,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000002249,5,Unknown,Arson,Church/Synagogue/Temple,Anti-Jewish,Religion
CA01-0000002250,7,Unknown,Destruction/Damage/Vandalism,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000002251,8,Group of Multiple Races,Aggravated Assault,Highway/Road/Alley/Street,Anti-Bisexual,Sexual Orientation
CA01-0000002252,9,White,Intimidation,Construction Site,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002253,9,White,Simple Assault,Drug Store/Dr Office/Hospital,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000002254,10,Unknown,Intimidation,Residence/Home/Driveway,Anti-Islamic (Muslim),Religion
CA01-0000002255,10,White,Simple Assault,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA01-0000002256,11,White,Simple Assault,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA01-0000002257,9,Unknown,Destruction/Damage/Vandalism,School/college,Anti-Jewish,Religion
CA01-0000002258,3,White,Aggravated Assault,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
